issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
BACS-26379,AES Controls UK : Deletion & multi-add issues (Medium): Couldn't delete many duplicate weather stations.,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,AES_UK; BMS_Drop2; DF_Prod; RedudantafterSmartAssist; bacs_enhancement,,PSJIRA,Data Fabric UI-API,,,,,duplicate,Data Cleanup,data issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.49,True,False,2025-09-14,2025-10-10
BACS-26361,BAcs- Good Will Demo - Duplicate Points got created in gateway,Fixed,Fixed,2 - High,BACS,,,,PSJIRA,CS_Crossfunctional,Duplicate points were created in the gateway.,"Good Will demo was completed with available points, and no cleanup action was needed.",,,Duplicate,Data Cleanup,data issue,PSJIRA | CS_Crossfunctional,0.95,True,False,2025-09-13,2025-09-23
BACS-26357,BACs-FSS - RBM Dashboard empty - After Successful publish,Fixed,Fixed,2 - High,BACS,,,,PSJIRA,Data Fabric,A timeout issue occurred during the publish process.,"Re-publishing resolved the issue, and the SRE team will increase the timeout to prevent recurrence.",,,timeout,Data Sync-Integration,integration issue,PSJIRA | Data Fabric,0.95,True,False,2025-09-13,2025-09-17
BACS-26355,BACs-Atlas Automation-PointWrite- Not working,Fixed,Fixed,2 - High,BACS,,,,PSJIRA,,Point write was not working in the gateway.,User confirmed point writes are now working with the new RTU and discovered points.,,Configuration changes were requested for other points as well.,failed; 500,Null Handling,functional bug,PSJIRA,0.95,True,False,2025-09-13,2025-09-17
BACS-26351,321201<Singapore Canadian International School : Controller details are not shown in Asset lifecycle assessment dashboard even though the details are available under linked devices but controllers are offline.,Fixed,Fixed,None,BACS,partner Apps: Obsolescence App,AssetLifecycle; DigitalOps; HBS_Drop2; HBS_L3_Support; Onboarding&E2EDefects; bacs_config,,PSJIRA,Phoenix,Missing controller details in the Asset Lifecycle Assessment dashboard.,A file with missing controllers was attached for review and verification.,If its LON controller nameplate - pls check these issues as well - Workaround mentioned in [BACS-20789 BACS ]( Movenpick JBR & Fairmont The Palm | FCU controller without Asset Lifecycle data in Assessment dashboard - Jira|[url]) & Permeant fix in EBI Connect as part of [BACS-22690 Nameplate fields…,,missing,UI-Frontend,configuration issue,partner Apps: Obsolescence App | PSJIRA | Phoenix,1.0,True,False,2025-09-12,2025-11-01
BACS-26267,HBS-BACS-Palace Tower Perth: Enum states are not displaying,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; bacs_config,,PSJIRA,Data Fabric,A temporary memory issue in the PostgreSQL server caused the stored procedure to fail.,"Memory configurations were updated, and the task was rerun successfully.",,The databricks job initially failed due to a memory issue in the database.,failed,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-12,2025-09-18
BACS-26122,BACs-Climatic- PDM Onboarding Keep In Progess,Fixed,Fixed,None,BACS,,Internal_Drop2,,PSJIRA,CS_Crossfunctional,,,,,,Data Sync-Integration,integration issue,PSJIRA | CS_Crossfunctional,0.38,True,False,2025-09-11,2025-09-17
BACS-26120,Comfort Score calculation in the RBM Supervisor Dashboard is incorrect,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,DigiOpsReview; DigitalOpsReview; HBS_Drop2; HBS_L3_Support; Onboarding_Blocker; Sep20; Sep2021Rel; Sep22; SiteBlockers; bacs_enhancement,,PSJIRA,Go Green,,"Comfort score calculation was corrected, and test cases were verified successfully.",,The issue was resolved after QA promotion and validation of multiple test scenarios.,Failed,UI-Frontend,functional bug,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.82,True,False,2025-09-11,2025-09-20
BACS-26091,RBM: H&M ES260 Trend option is not seen in RBM dashboard,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,DigitalOpsReview; HBS_Drop2; RBM; Sep15,,PSJIRA,Go Green,,"Trend data was synced to RBM with a DF publish action, enabling the Trend tab.",,The fix was confirmed to be working at the customer site.,,Data Sync-Integration,integration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.76,True,False,2025-09-11,2025-09-15
BACS-26040,HBS-BACS-Art Gallery: Rerun is struck/failed after 1 hr,Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; Infrastructure; RedudantafterSmartAssist; bacs_config,,PSJIRA,Data Fabric,PostgreSQL database temporary storage limit caused the rerun to fail.,"The SRE team increased the storage limit, and the rerun was successfully completed.",AOC team retried the rerun after the storage limit was increased.,,failed,Job-Workflow-Pipeline,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-11,2025-09-15
BACS-26036,BACS: Climatec Subscription activation issue,Fixed,Fixed,1 - Critical,BACS,Partner Portal: Subscription,DigiOpsReview; HBS_Drop2; bacs_config,,PSJIRA,CS_Crossfunctional,,"Data was synced with the Partner portal, and the issue was resolved after verification in production.","Already [user] did some workaround on it and tested in PROD, which is working as expected.","A workaround was implemented and tested in production, but the root issue was tracked separately for resolution by the Zuora team.",,Config-Environment,integration issue,Partner Portal: Subscription | PSJIRA | CS_Crossfunctional,0.76,True,False,2025-09-11,2025-09-23
BACS-26034,Missing Point Role in DF/EOM for Sytem Water Pressure for HeatExchangers,Fixed,Fixed,2 - High,BACS,Partner Portal: Asset Modelling,BMS_Drop2; Betadrop2b; DF_Prod; NoFF; NoFix; Onboarding_Blocker,,PSJIRA,Data Fabric UI-API,,"SOM upgrade to version 1.37 resolved the issue, and water pressure points were verified in the staging environment.",,,Missing,Access-Authorization,access issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.82,True,False,2025-09-11,2025-11-12
BACS-26022,BACS|BBET | RBM (Supervisor) Dashboard | Pressure unit displayed incorrectly,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,HBS_Drop2; Sep15,,PSJIRA,Go Green,,Pressure units were corrected to display in kPa on the RBM dashboard after production promotion.,,The issue was resolved post-production promotion.,,UI-Frontend,functional bug,Partner Apps: RBM Basic App | PSJIRA | Go Green,0.76,True,False,2025-09-11,2025-09-18
BACS-25989,HBS-BACS-Palace Tower perth: DF Delta onboarding failed with DS Failure catch run job,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DigiOpsReview; HBS_L3_Support; Infrastructure,,PSJIRA,,"Keyvault key expired, and a stored procedure was timing out.","The SRE team updated the Keyvault key, and the single delta point was manually loaded to the UI tables.",Only one delta point was present so we loaded the point manually to the UI tables .,The site was made ready for use after manual intervention.,failed; Failure; 403; innererror; 528; 537,Access-Authorization,functional bug,Partner Portal: Data Contextualization | PSJIRA,1.0,True,False,2025-09-11,2025-09-12
BACS-25986,HBS-BACS-Palace Tower Perth: DF screen not showing correct the status,Fixed,Fixed,2 - High,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; Infrastructure; SiteBlockers,,PSJIRA,Data Fabric,Non-available temporary storage for Postgres server.,Added try-catch to set job status to 'FAILED' and retried the failed task.,Rerunning the failed task unblocked the site.,Task completed successfully after retry but took more than 5 hours.,failed,UI-Frontend,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,1.0,True,False,2025-09-11,2025-09-22
BACS-25894,BACs-Climatic- Subscription Activation Issue (PDM Subscription),Fixed,Fixed,None,BACS,,Internal_Drop2,,PSJIRA,CS_Crossfunctional,Not a defect; it was a request to enable PdM subscription for climatic.,,,,,Config-Environment,unknown,PSJIRA | CS_Crossfunctional,0.71,True,False,2025-09-10,2025-09-17
BACS-25892,BACS|BBET | Multiple Towers | RBM Dashboard | Data not loading - All Current Values in RBM Dashboard is showing Blank,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,2025.09.30; HBS_Drop2; Sep26; bacs_config,,PSJIRA,Go Green,Current value configuration was not set as default during onboarding.,Manually selected current values for points.,Manually configured current values to populate.,Point read works when 'categoryName' is 'Monitoring' and 'category.priority == 1'.,not loading,UI-Frontend,configuration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,1.0,True,False,2025-09-10,2025-09-26
BACS-25891,BACS|BBET | Multiple Towers | RBM Dashboard | Site Connectivity status not loading,Fixed,Fixed,2 - High,BACS,Partner Apps: RBM Basic App,2025.09.30; HBS_Drop2; Sep26; bacs_config,,PSJIRA,Go Green,Single gateway multisite feature was not handed over.,Workaround followed to fix connectivity status temporarily.,Applied a temporary workaround until the single gateway multisite flow is released.,Connectivity status is now working but relies on a workaround.,not loading; not reflecting,UI-Frontend,configuration issue,Partner Apps: RBM Basic App | PSJIRA | Go Green,1.0,True,False,2025-09-10,2025-09-26
BACS-25835,HBS-BACS-Eczacibasi Tuketim Urunleri San Vet: Download config file is failing due to Gateway name having non english charcter,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Data Contextualization,DF_Prod; DigiOpsReview; HBS_Drop2; HBS_L3_Support; RedudantafterSmartAssist; bacs_enhancement,,PSJIRA,Data Fabric UI-API,Gateway name containing non-English characters caused the issue.,But issue is not fixed it permanently.,Applied a workaround to unblock the customer.,,failed; TypeError,Config-Environment,functional bug,Partner Portal: Data Contextualization | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-09-10,2025-10-10
BACS-25820,321147<St. Lawrence University : Subset Config Sheet Limitations Leading to Incomplete Asset Creation,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,DigitalOps; HBS_L3_Support,,PSJIRA,,Limitations in preparing subset of config files.,Replaced with 'SMART ASSIST' feature for automated config file updates.,,Full model file will be available for download alongside subset files.,500,Config-Environment,configuration issue,Partner Portal: Asset Modelling | PSJIRA,1.0,True,False,2025-09-10,2025-09-11
BACS-25815,321147<St. Lawrence University : Inaccurate Point Role Predictions Despite Multiple Rerun Cycles.,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling; Partner Portal: Data Contextualization,DigitalOps; HBS_Drop2; HBS_L3_Support; bacs_config,,PSJIRA,Data Fabric,Point role predictions were inaccurate due to mismatched point descriptions.,,,"Feedback was given to incorrect points, leading to prediction errors.",,Access-Authorization,access issue,"Partner Portal: Asset Modelling, Partner Portal: Data Contextualization | PSJIRA | Data Fabric",0.76,True,False,2025-09-10,2025-09-19
BACS-25804,[Titan] Old part numbers within the buy now Subscritption tab in partner portal,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Subscription,BMS_Drop2; Betadrop2b; EAD_EU; Onboarding_Blocker; bacs_enhancement,,PSJIRA,CS_Crossfunctional,Old SKUs reappeared in the subscription tab.,"Old SKUs were removed, but the issue reoccurred.",,,,UI-Frontend,integration issue,Partner Portal: Subscription | PSJIRA | CS_Crossfunctional,0.94,True,False,2025-09-10,2026-03-26
BACS-25776,BACS-EU: PDM onboarding is not triggered in EU DC,Fixed,Fixed,2 - High,BACS,SkySpark,DigiOpsReview; HBS_Drop2; HBS_L3_Support; Infrastructure; bacs_config,,PSJIRA,Spark,API key issues in production caused onboarding failures.,"SRE resolved API key issues, and onboarding started working.",,Corrective actions are being tracked to prevent similar config issues.,not available,Job-Workflow-Pipeline,access issue,SkySpark | PSJIRA | Spark,1.0,True,False,2025-09-10,2025-09-19
BACS-25759,BACs-NAM- Comfort and Energy Widgets are not loading in RBM (Atlas Automation),Fixed,Fixed,None,BACS,,,,PSJIRA,Go Green,Issue identified in history configuration.,Details shared with the Atlas team for resolution.,,,not loading,Config-Environment,configuration issue,PSJIRA | Go Green,0.95,True,False,2025-09-09,2025-09-19
BACS-25757,BACs-NAM- Thermostat point values are not displayed in RBM (Linde),Fixed,Fixed,None,BACS,,,,PSJIRA,,,,,,,UI-Frontend,unknown,PSJIRA,0.53,True,False,2025-09-09,2025-09-17
BACS-25754,BACs-NAM-Firewall restriction issues (Yorkland),Fixed,Fixed,None,BACS,,,,PSJIRA,,,,,,,Config-Environment,unknown,PSJIRA,0.38,True,False,2025-09-09,2025-09-17
BACS-25753,BACs-NAM-Customer not able proceed the onboarding (FSS),Fixed,Fixed,None,BACS,,,,PSJIRA,,,,,,,Config-Environment,unknown,PSJIRA,0.38,True,False,2025-09-09,2025-09-17
BACS-25750,BACs-NAM-Auto Contextualization Failure (Climatec),Fixed,Fixed,None,BACS,,,,PSJIRA,,Auto contextualization failed due to specific points causing model sync issues.,Removed problematic points and re-synced the model.,,Rerun failures often occur due to feedback on new assets.,Failure; failed; 467,Job-Workflow-Pipeline,integration issue,PSJIRA,0.95,True,False,2025-09-09,2025-09-17
BACS-25729,Schedules are not visible within RBM even though the steps within the manual have been followed,Fixed,Fixed,1 - Critical,BACS,Partner Portal: Data Contextualization,BMS_Drop2; EAD_EU; sep29.1,,PSJIRA,Go Green,"Root cause identified and fixed, confirmed by the user.",Schedules were fixed and confirmed to be working.,,,403 Forbidden; 443,Data Sync-Integration,integration issue,Partner Portal: Data Contextualization | PSJIRA | Go Green,1.0,True,False,2025-09-09,2025-09-29
BACS-25601,Unable to add more than 2 app library widget in a dashboard via Dashboard Configuration,Fixed,Fixed,None,BACS,Partner Apps: Dashboard Configuration,NoFF; frontend,,PSJIRA,Hammer,,Tested and verified that widgets do not overlap after saving the dashboard.,,,,UI-Frontend,configuration issue,Partner Apps: Dashboard Configuration | PSJIRA | Hammer,0.76,True,False,2025-09-08,2025-09-10
BACS-25598,Drag and Drop of widget in IB and Dashboard Config is not smooth,Fixed,Fixed,None,BACS,Partner Apps: Dashboard Configuration,For_SIT; HammerPartnerAppWork; Internal_Drop2; NoFF; frontend,,PSJIRA,Hammer,"Created multiple widgets on the dashboard and tried drag and drop ,then failed with “ Something went wrong” error message on the screen due to which reopening this defect.",Widgets now drag and drop smoothly; issue fixed in staging and deployed to production.,"so marking this defect as FIX for now ,as the separate defect is created for the latest observations where the widgets are crashing with “Something went wrong”.",Separate defect created for widget crashing issues.,failed,UI-Frontend,functional bug,Partner Apps: Dashboard Configuration | PSJIRA | Hammer,1.0,True,False,2025-09-08,2025-10-24
